level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	10	1	11	1667	414	42	27	93.715363	12],
5	1	1	10	1	12	1722	415	39	21	93.543625	incl
5	1	1	10	1	13	2119	414	36	22	71.839020	He
5	1	1	10	1	14	2163	414	50	27	93.483070	[4.8]
5	1	1	10	1	15	2536	411	1	16	39.416466	:
4	1	1	10	2	0	56	445	2306	30	-1	
5	1	1	10	2	1	56	445	8	30	23.516663	\
5	1	1	10	2	2	576	447	58	24	96.643562	FIG.
5	1	1	10	2	3	648	448	11	24	83.178413	1
5	1	1	10	2	4	685	447	82	24	93.377823	Plane
5	1	1	10	2	5	780	447	77	24	96.691193	Bend
5	1	1	10	2	6	869	447	42	24	93.143448	for
5	1	1	10	2	7	924	447	105	24	92.911926	U-Tube
5	1	1	10	2	8	1372	445	990	7	7.382515	aaa
3	1	1	11	0	0	1302	621	1235	27	-1	
4	1	1	11	1	0	1302	621	1235	27	-1	
5	1	1	11	1	1	1302	621	78	27	96.249130	1309
