level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	6	3	579	165	23	22	96.956635	of
5	1	1	1	6	4	731	166	51	21	92.396370	1.00
5	1	1	1	6	5	898	166	54	21	96.695068	0.60
5	1	1	1	6	6	1075	166	53	22	96.989647	0.60
5	1	1	1	6	7	1254	166	51	21	94.727051	1.00
5	1	1	1	6	8	1430	166	51	21	95.484543	1.00
5	1	1	1	6	9	1605	166	51	21	94.639450	1.00
5	1	1	1	6	10	1781	166	51	21	95.353867	1.00
5	1	1	1	6	11	1956	166	51	21	94.324722	4.00
5	1	1	1	6	12	2147	183	37	4	7.625038	wae
5	1	1	1	6	13	2342	183	37	4	36.382301	ies
4	1	1	1	7	0	406	199	231	22	-1	
5	1	1	1	7	1	406	199	105	22	75.337524	Residual
5	1	1	1	7	2	524	199	113	22	96.643494	Elements
4	1	1	1	8	0	395	246	1493	31	-1	
5	1	1	1	8	1	395	246	15	14	0.000000	A
5	1	1	1	8	2	417	250	81	21	0.000000	Where
5	1	1	1	8	3	509	250	91	27	92.925179	ellipses
5	1	1	1	8	4	612	249	29	28	87.473793	(..)
5	1	1	1	8	5	652	255	86	22	96.577362	appear
5	1	1	1	8	6	748	250	20	21	96.731064	in
5	1	1	1	8	7	778	249	44	23	96.731064	this
5	1	1	1	8	8	831	250	66	25	96.902687	table,
5	1	1	1	8	9	908	250	63	22	96.903152	there
5	1	1	1	8	10	981	250	19	22	96.973976	is
5	1	1	1	8	11	1011	255	29	17	97.002678	no
5	1	1	1	8	12	1051	250	153	27	96.902489	requirement,
5	1	1	1	8	13	1216	250	45	21	96.772087	and
5	1	1	1	8	14	1271	250	38	21	97.008026	the
5	1	1	1	8	15	1320	250	97	21	96.501038	element
5	1	1	1	8	16	1428	250	59	22	96.961342	need
5	1	1	1	8	17	1499	251	36	20	96.437767	not
5	1	1	1	8	18	1546	250	29	21	96.437767	be
5	1	1	1	8	19	1585	250	109	27	96.485954	analyzed
5	1	1	1	8	20	1704	250	33	21	97.003975	for
5	1	1	1	8	21	1746	255	25	16	97.000290	or
5	1	1	1	8	22	1781	250	107	27	96.309021	reported.
4	1	1	1	9	0	396	280	680	31	-1	
5	1	1	1	9	1	396	280	9	14	21.772156	®
5	1	1	1	9	2	417	283	30	22	94.584061	All
5	1	1	1	9	3	458	283	79	22	96.780838	values
5	1	1	1	9	4	548	288	39	17	96.581161	are
5	1	1	1	9	5	597	283	133	22	96.428505	maximums
5	1	1	1	9	6	741	283	79	22	96.365791	unless
5	1	1	1	9	7	831	289	13	16	96.123718	a
5	1	1	1	9	8	856	289	69	22	96.163025	range
5	1	1	1	9	9	935	284	19	21	96.898399	is
5	1	1	1	9	10	964	283	112	28	96.868935	provided.
4	1	1	1	10	0	397	313	1139	32	-1	
5	1	1	1	10	1	397	313	15	15	84.012062	©
5	1	1	1	10	2	422	317	40	22	96.213867	For
5	1	1	1	10	3	472	317	66	22	96.048576	lower
5	1	1	1	10	4	547	317	118	22	96.390572	maximum
5	1	1	1	10	5	677	317	144	27	96.390572	phosphorus
5	1	1	1	10	6	831	323	24	16	96.881676	or
5	1	1	1	10	7	866	317	67	22	96.576782	sulfur
5	1	1	1	10	8	942	319	111	23	96.576782	contents,
5	1	1	1	10	9	1064	322	44	17	96.951668	see
5	1	1	1	10	10	1119	317	186	28	96.535019	Supplementary
5	1	1	1	10	11	1316	317	157	28	96.759407	Requirement
5	1	1	1	10	12	1483	317	53	22	91.823997	$52.
4	1	1	1	11	0	96	347	1422	39	-1	
5	1	1	1	11	1	96	378	4	1	23.550293	7
5	1	1	1	11	2	187	356	5	30	44.065979	{
5	1	1	1	11	3	396	347	16	15	43.125645	©
5	1	1	1	11	4	420	350	139	23	90.852402	Columbium
5	1	1	1	11	5	571	350	51	28	95.878662	(Cb)
5	1	1	1	11	6	634	351	45	22	96.271774	and
5	1	1	1	11	7	690	351	95	22	96.783607	niobium
5	1	1	1	11	8	797	351	51	28	96.616295	(Nb)
5	1	1	1	11	9	859	356	39	17	96.271255	are
5	1	1	1	11	10	909	351	196	27	96.271255	interchangeable
5	1	1	1	11	11	1116	356	82	17	96.632065	names
5	1	1	1	11	12	1208	351	33	21	96.859200	for
5	1	1	1	11	13	1249	351	39	22	96.199722	the
5	1	1	1	11	14	1298	356	66	17	96.845711	same
5	1	1	1	11	15	1375	351	98	22	96.242096	element
5	1	1	1	11	16	1482	351	36	21	96.352562	41.
4	1	1	1	12	0	202	410	47	14	-1	
5	1	1	1	12	1	202	410	47	14	25.340500	nS
4	1	1	1	13	0	1404	555	59	27	-1	
5	1	1	1	13	1	1404	555	59	27	96.844337	307
